year,varname,varnumber,original_table,physical_tables,classification,imputationvar,imputation_flag_tables
2023,UDGAGRNTN,73056,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGAGRNTN,
2023,UDGAGRNTP,73058,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGAGRNTP,
2023,DOD_T,72081,SFAV2223,SFAV2223,consistent,XDOD_T,
2023,DOD_A,72086,SFAV2223,SFAV2223,consistent,XDOD_A,
2023,UDGAGRNTT,73060,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGAGRNTT,
2023,UDGAGRNTA,73062,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGAGRNTA,
2023,UNDAGRNTN,73064,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDAGRNTN,
2023,UNDAGRNTP,73066,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDAGRNTP,
2023,UNDAGRNTT,73068,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDAGRNTT,
2023,UNDAGRNTA,73070,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDAGRNTA,
2023,UPGRNTN,70306,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUPGRNTN,
2023,UPGRNTP,70416,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUPGRNTP,
2023,UPGRNTT,70421,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUPGRNTT,
2023,UPGRNTA,70426,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUPGRNTA,
2023,UDGPGRNTN,73079,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGPGRNTN,
2023,UDGPGRNTP,73080,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGPGRNTP,
2023,UDGPGRNTT,73081,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGPGRNTT,
2023,UDGPGRNTA,73082,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGPGRNTA,
2023,UNDPGRNTN,73084,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDPGRNTN,
2023,UNDPGRNTP,73085,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDPGRNTP,
2023,UNDPGRNTT,73086,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDPGRNTT,
2023,UNDPGRNTA,73087,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDPGRNTA,
2023,UFLOANN,70431,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUFLOANN,
2023,UFLOANP,70436,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUFLOANP,
2023,UFLOANT,70441,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUFLOANT,
2023,UFLOANA,70446,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUFLOANA,
2023,UDGFLOANN,73089,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGFLOANN,
2023,UDGFLOANP,73090,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGFLOANP,
2023,UDGFLOANT,73091,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGFLOANT,
2023,UDGFLOANA,73092,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUDGFLOANA,
2023,UNDFLOANN,73094,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDFLOANN,
2023,UNDFLOANP,73095,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDFLOANP,
2023,UNDFLOANT,73096,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDFLOANT,
2023,UNDFLOANA,73097,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XUNDFLOANA,
2023,ANYAIDN,70196,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XANYAIDN,
2023,ANYAIDP,70201,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XANYAIDP,
2023,AIDFSIN,71099,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XAIDFSIN,
2023,AIDFSIP,71100,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XAIDFSIP,
2023,AGRNT_N,70311,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XAGRNT_N,
2023,AGRNT_P,70316,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XAGRNT_P,
2023,AGRNT_T,70451,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XAGRNT_T,
2023,AGRNT_A,70321,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XAGRNT_A,
2023,FGRNT_N,70206,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XFGRNT_N,
2023,FGRNT_P,70211,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XFGRNT_P,
2023,FGRNT_T,70456,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XFGRNT_T,
2023,FGRNT_A,70216,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XFGRNT_A,
2023,PGRNT_N,70326,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XPGRNT_N,
2023,PGRNT_P,70331,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XPGRNT_P,
2023,PGRNT_T,70461,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XPGRNT_T,
2023,PGRNT_A,70336,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XPGRNT_A,
2023,OFGRT_N,70341,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XOFGRT_N,
2023,OFGRT_P,70346,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XOFGRT_P,
2023,OFGRT_T,70466,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XOFGRT_T,
2023,OFGRT_A,70351,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XOFGRT_A,
2023,SGRNT_N,70221,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XSGRNT_N,
2023,SGRNT_P,70226,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XSGRNT_P,
2023,SGRNT_T,70471,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XSGRNT_T,
2023,SGRNT_A,70231,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XSGRNT_A,
2023,IGRNT_N,70236,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XIGRNT_N,
2023,IGRNT_P,70241,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XIGRNT_P,
2023,IGRNT_T,70476,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XIGRNT_T,
2023,IGRNT_A,70246,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XIGRNT_A,
2023,LOAN_N,70251,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XLOAN_N,
2023,LOAN_P,70256,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XLOAN_P,
2023,LOAN_T,70481,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XLOAN_T,
2023,LOAN_A,70261,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XLOAN_A,
2023,FLOAN_N,70356,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XFLOAN_N,
2023,FLOAN_P,70361,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XFLOAN_P,
2023,FLOAN_T,70486,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XFLOAN_T,
2023,FLOAN_A,70366,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XFLOAN_A,
2023,OLOAN_N,70371,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XOLOAN_N,
2023,OLOAN_P,70376,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XOLOAN_P,
2023,OLOAN_T,70491,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XOLOAN_T,
2023,OLOAN_A,70381,SFA2223_P2,SFA2223_P1,unique_physical_mismatch,XOLOAN_A,
2023,UGPO9_N,72001,SFAV2223,SFAV2223,consistent,XUGPO9_N,
2023,UGPO9_T,72006,SFAV2223,SFAV2223,consistent,XUGPO9_T,
2023,UGPO9_A,72011,SFAV2223,SFAV2223,consistent,XUGPO9_A,
2023,GPO9_N,72016,SFAV2223,SFAV2223,consistent,XGPO9_N,
2023,GPO9_T,72021,SFAV2223,SFAV2223,consistent,XGPO9_T,
2023,GPO9_A,72026,SFAV2223,SFAV2223,consistent,XGPO9_A,
2023,PO9_N,72031,SFAV2223,SFAV2223,consistent,XPO9_N,
2023,PO9_T,72036,SFAV2223,SFAV2223,consistent,XPO9_T,
2023,PO9_A,72041,SFAV2223,SFAV2223,consistent,XPO9_A,
2023,UGDOD_N,72046,SFAV2223,SFAV2223,consistent,XUGDOD_N,
2023,UGDOD_T,72051,SFAV2223,SFAV2223,consistent,XUGDOD_T,
2023,UGDOD_A,72056,SFAV2223,SFAV2223,consistent,XUGDOD_A,
2023,GDOD_N,72061,SFAV2223,SFAV2223,consistent,XGDOD_N,
2023,GDOD_T,72066,SFAV2223,SFAV2223,consistent,XGDOD_T,
2023,GDOD_A,72071,SFAV2223,SFAV2223,consistent,XGDOD_A,
2023,DOD_N,72076,SFAV2223,SFAV2223,consistent,XDOD_N,
2023,GRN4A51,71346,SFA2223_P1,SFA2223_P2,unique_physical_mismatch,XGRN4A51,
